Time 1: PC=0x085 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1676: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x010, rL = 0
Time 1678: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 1680: PC=0x033 instruction = 0x205 (TAD), rA = 0x001, rL = 0
Time 1683: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 0
Time 1685: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 0
Time 1687: PC=0x036 instruction = 0x229 (TAD), rA = 0x010, rL = 0
Time 1688: PC=0x037 instruction = 0xF20 (SZA), rA = 0x010, rL = 0
Time 1689: PC=0x038 instruction = 0xA31 (JMP), rA = 0x010, rL = 0
Time 1691: PC=0x031 instruction = 0x807 (JMS), rA = 0x010, rL = 0
Time 1693: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 1695: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 0
Time 1697: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1698: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 0
Time 1700: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1701: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 1703: PC=0x00F instruction = 0x205 (TAD), rA = 0x006, rL = 1
Time 1704: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x006, rL = 1
Time 1706: PC=0x012 instruction = 0x404 (ISZ), rA = 0x006, rL = 1
Time 1708: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 1709: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 1711: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1712: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 1714: PC=0x00F instruction = 0x205 (TAD), rA = 0xFFC, rL = 1
Time 1715: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFFC, rL = 1
Time 1716: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFFC, rL = 1
Time 1717: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 1719: PC=0x016 instruction = 0x204 (TAD), rA = 0x001, rL = 1
Time 1721: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x001, rL = 1
Time 1723: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 1
Time 1725: PC=0x033 instruction = 0x205 (TAD), rA = 0x006, rL = 1
Time 1728: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 1
Time 1730: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 1
Time 1732: PC=0x036 instruction = 0x229 (TAD), rA = 0x001, rL = 1
Time 1733: PC=0x037 instruction = 0xF20 (SZA), rA = 0x001, rL = 1
Time 1734: PC=0x038 instruction = 0xA31 (JMP), rA = 0x001, rL = 1
Time 1736: PC=0x031 instruction = 0x807 (JMS), rA = 0x001, rL = 1
Time 1738: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 1740: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 1
Time 1742: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1743: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 1
Time 1745: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1746: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 1748: PC=0x00F instruction = 0x205 (TAD), rA = 0xFF7, rL = 1
Time 1749: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFF7, rL = 1
Time 1750: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFF7, rL = 1
Time 1751: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 1753: PC=0x016 instruction = 0x204 (TAD), rA = 0x000, rL = 1
Time 1755: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x000, rL = 1
Time 1757: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 1
Time 1759: PC=0x033 instruction = 0x205 (TAD), rA = 0x001, rL = 1
Time 1762: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 1
Time 1764: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 1
Time 1766: PC=0x036 instruction = 0x229 (TAD), rA = 0x000, rL = 1
Time 1767: PC=0x037 instruction = 0xF20 (SZA), rA = 0x000, rL = 1
Time 1768: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 1
Time 1770: PC=0x03A instruction = 0x228 (TAD), rA = 0x024, rL = 0
Time 1772: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 0
Time 1775: PC=0x03C instruction = 0x328 (TAD I), rA = 0x001, rL = 0
Time 1777: PC=0x03D instruction = 0x22A (TAD), rA = 0x031, rL = 0
Time 1778: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x031, rL = 0
Time 1779: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1781: PC=0x040 instruction = 0x228 (TAD), rA = 0x024, rL = 0
Time 1782: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDC, rL = 0
Time 1784: PC=0x042 instruction = 0x227 (TAD), rA = 0xFFE, rL = 0
Time 1785: PC=0x043 instruction = 0xF20 (SZA), rA = 0xFFE, rL = 0
Time 1786: PC=0x044 instruction = 0xA39 (JMP), rA = 0xFFE, rL = 0
Time 1787: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 0
Time 1789: PC=0x03A instruction = 0x228 (TAD), rA = 0x023, rL = 1
Time 1791: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 1
Time 1794: PC=0x03C instruction = 0x328 (TAD I), rA = 0x006, rL = 1
Time 1796: PC=0x03D instruction = 0x22A (TAD), rA = 0x036, rL = 1
Time 1797: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x036, rL = 1
Time 1798: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 1800: PC=0x040 instruction = 0x228 (TAD), rA = 0x023, rL = 1
Time 1801: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDD, rL = 1
Time 1803: PC=0x042 instruction = 0x227 (TAD), rA = 0xFFF, rL = 1
Time 1804: PC=0x043 instruction = 0xF20 (SZA), rA = 0xFFF, rL = 1
Time 1805: PC=0x044 instruction = 0xA39 (JMP), rA = 0xFFF, rL = 1
Time 1806: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 1
Time 1808: PC=0x03A instruction = 0x228 (TAD), rA = 0x022, rL = 0
Time 1810: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 0
Time 1813: PC=0x03C instruction = 0x328 (TAD I), rA = 0x001, rL = 0
Time 1815: PC=0x03D instruction = 0x22A (TAD), rA = 0x031, rL = 0
Time 1816: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x031, rL = 0
Time 1817: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1819: PC=0x040 instruction = 0x228 (TAD), rA = 0x022, rL = 0
Time 1820: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDE, rL = 0
Time 1822: PC=0x042 instruction = 0x227 (TAD), rA = 0x000, rL = 1
Time 1823: PC=0x043 instruction = 0xF20 (SZA), rA = 0x000, rL = 1
Time 1825: PC=0x045 instruction = 0xB2C (JMP I), rA = 0x000, rL = 1
Time 1826: PC=0x09C instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 1828: PC=0x09D instruction = 0x280 (TAD), rA = 0x08E, rL = 0
Time 1831: PC=0x09E instruction = 0x382 (TAD I), rA = 0x12F, rL = 0
Time 1833: PC=0x09F instruction = 0x482 (ISZ), rA = 0x12F, rL = 0
Time 1834: PC=0x0A0 instruction = 0xF18 (SNL RSS), rA = 0x12F, rL = 0
Time 1835: PC=0x0A2 instruction = 0xF48 (SMA RSS), rA = 0x12F, rL = 0
Time 1837: PC=0x0A4 instruction = 0x680 (DCA), rA = 0x000, rL = 0
Time 1839: PC=0x0A5 instruction = 0x481 (ISZ), rA = 0x000, rL = 0
Time 1840: PC=0x0A6 instruction = 0xAA8 (JMP), rA = 0x000, rL = 0
Time 1841: PC=0x0A8 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1843: PC=0x0A9 instruction = 0x200 (TAD), rA = 0x0EC, rL = 0
Time 1845: PC=0x0AA instruction = 0x819 (JMS), rA = 0x0EC, rL = 0
Time 1847: PC=0x01A instruction = 0x618 (DCA), rA = 0x000, rL = 0
Time 1850: PC=0x01B instruction = 0x318 (TAD I), rA = 0x020, rL = 0
Time 1851: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x020, rL = 0
Time 1852: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x020, rL = 0
Time 1854: PC=0x01F instruction = 0x418 (ISZ), rA = 0x020, rL = 0
Time 1855: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1856: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 1859: PC=0x01B instruction = 0x318 (TAD I), rA = 0x02B, rL = 0
Time 1860: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x02B, rL = 0
Time 1861: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x02B, rL = 0
Time 1863: PC=0x01F instruction = 0x418 (ISZ), rA = 0x02B, rL = 0
Time 1864: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1865: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 1868: PC=0x01B instruction = 0x318 (TAD I), rA = 0x020, rL = 0
Time 1869: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x020, rL = 0
Time 1870: PC=0x01E instruction = 0xC20 (IOT 4), rA = 0x020, rL = 0
Time 1872: PC=0x01F instruction = 0x418 (ISZ), rA = 0x020, rL = 0
Time 1873: PC=0x020 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1874: PC=0x021 instruction = 0xA1B (JMP), rA = 0x000, rL = 0
Time 1877: PC=0x01B instruction = 0x318 (TAD I), rA = 0x000, rL = 0
Time 1878: PC=0x01C instruction = 0xF28 (SZA RSS), rA = 0x000, rL = 0
Time 1880: PC=0x01D instruction = 0xB19 (JMP I), rA = 0x000, rL = 0
Time 1881: PC=0x0AB instruction = 0xA99 (JMP), rA = 0x000, rL = 0
Time 1882: PC=0x099 instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 1885: PC=0x09A instruction = 0x382 (TAD I), rA = 0x09B, rL = 0
Time 1887: PC=0x09B instruction = 0x82C (JMS), rA = 0x09B, rL = 0
Time 1889: PC=0x02D instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 1891: PC=0x02E instruction = 0x22B (TAD), rA = 0x00A, rL = 0
Time 1893: PC=0x02F instruction = 0x606 (DCA), rA = 0x000, rL = 0
Time 1895: PC=0x030 instruction = 0x229 (TAD), rA = 0x09B, rL = 0
Time 1897: PC=0x031 instruction = 0x807 (JMS), rA = 0x09B, rL = 0
Time 1899: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 1901: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 0
Time 1903: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1904: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 0
Time 1906: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1907: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 1909: PC=0x00F instruction = 0x205 (TAD), rA = 0x091, rL = 1
Time 1910: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x091, rL = 1
Time 1912: PC=0x012 instruction = 0x404 (ISZ), rA = 0x091, rL = 1
Time 1914: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 1915: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 1917: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1918: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 1920: PC=0x00F instruction = 0x205 (TAD), rA = 0x087, rL = 0
Time 1921: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x087, rL = 0
Time 1923: PC=0x012 instruction = 0x404 (ISZ), rA = 0x087, rL = 0
Time 1925: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 1926: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 1928: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1929: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 1931: PC=0x00F instruction = 0x205 (TAD), rA = 0x07D, rL = 1
Time 1932: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x07D, rL = 1
Time 1934: PC=0x012 instruction = 0x404 (ISZ), rA = 0x07D, rL = 1
Time 1936: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 1937: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 1939: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1940: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 1942: PC=0x00F instruction = 0x205 (TAD), rA = 0x073, rL = 0
Time 1943: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x073, rL = 0
Time 1945: PC=0x012 instruction = 0x404 (ISZ), rA = 0x073, rL = 0
Time 1947: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 1948: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 1950: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1951: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 1953: PC=0x00F instruction = 0x205 (TAD), rA = 0x069, rL = 1
Time 1954: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x069, rL = 1
Time 1956: PC=0x012 instruction = 0x404 (ISZ), rA = 0x069, rL = 1
Time 1958: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 1959: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 1961: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1962: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 1964: PC=0x00F instruction = 0x205 (TAD), rA = 0x05F, rL = 0
Time 1965: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x05F, rL = 0
Time 1967: PC=0x012 instruction = 0x404 (ISZ), rA = 0x05F, rL = 0
Time 1969: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 1970: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 1972: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1973: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 1975: PC=0x00F instruction = 0x205 (TAD), rA = 0x055, rL = 1
Time 1976: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x055, rL = 1
Time 1978: PC=0x012 instruction = 0x404 (ISZ), rA = 0x055, rL = 1
Time 1980: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 1981: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 1983: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 1984: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 1986: PC=0x00F instruction = 0x205 (TAD), rA = 0x04B, rL = 0
Time 1987: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x04B, rL = 0
Time 1989: PC=0x012 instruction = 0x404 (ISZ), rA = 0x04B, rL = 0
Time 1991: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 1992: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 1994: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 1995: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 1997: PC=0x00F instruction = 0x205 (TAD), rA = 0x041, rL = 1
Time 1998: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x041, rL = 1
Time 2000: PC=0x012 instruction = 0x404 (ISZ), rA = 0x041, rL = 1
Time 2002: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 2003: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 2005: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 2006: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 2008: PC=0x00F instruction = 0x205 (TAD), rA = 0x037, rL = 0
Time 2009: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x037, rL = 0
Time 2011: PC=0x012 instruction = 0x404 (ISZ), rA = 0x037, rL = 0
Time 2013: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 2014: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 2016: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 2017: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 2019: PC=0x00F instruction = 0x205 (TAD), rA = 0x02D, rL = 1
Time 2020: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x02D, rL = 1
Time 2022: PC=0x012 instruction = 0x404 (ISZ), rA = 0x02D, rL = 1
Time 2024: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 2025: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 2027: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 2028: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 2030: PC=0x00F instruction = 0x205 (TAD), rA = 0x023, rL = 0
Time 2031: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x023, rL = 0
Time 2033: PC=0x012 instruction = 0x404 (ISZ), rA = 0x023, rL = 0
Time 2035: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 2036: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 2038: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 2039: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 2041: PC=0x00F instruction = 0x205 (TAD), rA = 0x019, rL = 1
Time 2042: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x019, rL = 1
Time 2044: PC=0x012 instruction = 0x404 (ISZ), rA = 0x019, rL = 1
Time 2046: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 2047: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 2049: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 2050: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 2052: PC=0x00F instruction = 0x205 (TAD), rA = 0x00F, rL = 0
Time 2053: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x00F, rL = 0
Time 2055: PC=0x012 instruction = 0x404 (ISZ), rA = 0x00F, rL = 0
Time 2057: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 2058: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 2060: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 2061: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 2063: PC=0x00F instruction = 0x205 (TAD), rA = 0x005, rL = 1
Time 2064: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x005, rL = 1
Time 2066: PC=0x012 instruction = 0x404 (ISZ), rA = 0x005, rL = 1
Time 2068: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 2069: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 2071: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 2072: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 2074: PC=0x00F instruction = 0x205 (TAD), rA = 0xFFB, rL = 1
Time 2075: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFFB, rL = 1
Time 2076: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFFB, rL = 1
Time 2077: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 2079: PC=0x016 instruction = 0x204 (TAD), rA = 0x00F, rL = 1
Time 2081: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x00F, rL = 1
Time 2083: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 1
Time 2085: PC=0x033 instruction = 0x205 (TAD), rA = 0x005, rL = 1
Time 2088: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 1
Time 2090: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 1
Time 2092: PC=0x036 instruction = 0x229 (TAD), rA = 0x00F, rL = 1
Time 2093: PC=0x037 instruction = 0xF20 (SZA), rA = 0x00F, rL = 1
Time 2094: PC=0x038 instruction = 0xA31 (JMP), rA = 0x00F, rL = 1
Time 2096: PC=0x031 instruction = 0x807 (JMS), rA = 0x00F, rL = 1
Time 2098: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 2100: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 1
Time 2102: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 2103: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 1
Time 2105: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 2106: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 2108: PC=0x00F instruction = 0x205 (TAD), rA = 0x005, rL = 0
Time 2109: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x005, rL = 0
Time 2111: PC=0x012 instruction = 0x404 (ISZ), rA = 0x005, rL = 0
Time 2113: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 2114: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 2116: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 2117: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 2119: PC=0x00F instruction = 0x205 (TAD), rA = 0xFFB, rL = 0
Time 2120: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFFB, rL = 0
Time 2121: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFFB, rL = 0
Time 2122: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 2124: PC=0x016 instruction = 0x204 (TAD), rA = 0x001, rL = 0
Time 2126: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x001, rL = 0
Time 2128: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 2130: PC=0x033 instruction = 0x205 (TAD), rA = 0x005, rL = 0
Time 2133: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 0
Time 2135: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 0
Time 2137: PC=0x036 instruction = 0x229 (TAD), rA = 0x001, rL = 0
Time 2138: PC=0x037 instruction = 0xF20 (SZA), rA = 0x001, rL = 0
Time 2139: PC=0x038 instruction = 0xA31 (JMP), rA = 0x001, rL = 0
Time 2141: PC=0x031 instruction = 0x807 (JMS), rA = 0x001, rL = 0
Time 2143: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 2145: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 0
Time 2147: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 2148: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 0
Time 2150: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 2151: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 2153: PC=0x00F instruction = 0x205 (TAD), rA = 0xFF7, rL = 0
Time 2154: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFF7, rL = 0
Time 2155: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFF7, rL = 0
Time 2156: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 2158: PC=0x016 instruction = 0x204 (TAD), rA = 0x000, rL = 0
Time 2160: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x000, rL = 0
Time 2162: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 0
Time 2164: PC=0x033 instruction = 0x205 (TAD), rA = 0x001, rL = 0
Time 2167: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 0
Time 2169: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 0
Time 2171: PC=0x036 instruction = 0x229 (TAD), rA = 0x000, rL = 0
Time 2172: PC=0x037 instruction = 0xF20 (SZA), rA = 0x000, rL = 0
Time 2173: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 0
Time 2175: PC=0x03A instruction = 0x228 (TAD), rA = 0x024, rL = 1
Time 2177: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 1
Time 2180: PC=0x03C instruction = 0x328 (TAD I), rA = 0x001, rL = 1
Time 2182: PC=0x03D instruction = 0x22A (TAD), rA = 0x031, rL = 1
Time 2183: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x031, rL = 1
Time 2184: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 2186: PC=0x040 instruction = 0x228 (TAD), rA = 0x024, rL = 1
Time 2187: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDC, rL = 1
Time 2189: PC=0x042 instruction = 0x227 (TAD), rA = 0xFFE, rL = 1
Time 2190: PC=0x043 instruction = 0xF20 (SZA), rA = 0xFFE, rL = 1
Time 2191: PC=0x044 instruction = 0xA39 (JMP), rA = 0xFFE, rL = 1
Time 2192: PC=0x039 instruction = 0xEA0 (CLA CMA), rA = 0xFFF, rL = 1
Time 2194: PC=0x03A instruction = 0x228 (TAD), rA = 0x023, rL = 0
Time 2196: PC=0x03B instruction = 0x628 (DCA), rA = 0x000, rL = 0
Time 2199: PC=0x03C instruction = 0x328 (TAD I), rA = 0x005, rL = 0
Time 2201: PC=0x03D instruction = 0x22A (TAD), rA = 0x035, rL = 0
Time 2202: PC=0x03E instruction = 0xC20 (IOT 4), rA = 0x035, rL = 0
Time 2203: PC=0x03F instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 2205: PC=0x040 instruction = 0x228 (TAD), rA = 0x023, rL = 0
Time 2206: PC=0x041 instruction = 0xE21 (CMA IAC), rA = 0xFDD, rL = 0
